subject,opponent,seed,num_rounds,first_round,last_round,per_c,per_C,per_cC,per_cD,per_dC,per_dD,avg_score,avg_net_score
TULLnd,DOWNcx,2,200,1,200,0.9296482412060302,0.055276381909547756,0.055,0.87,0.0,0.07,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNcx,3,200,1,200,0.8994974874371859,0.055276381909547756,0.055,0.84,0.0,0.1,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNcx,4,200,1,200,0.9045226130653267,0.055276381909547756,0.055,0.845,0.0,0.095,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNxx,0,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNxx,1,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNxx,2,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNxx,3,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNxx,4,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,1.0402010050251256,-0.1507537688442211
TULLnd,DOWRcx,0,200,1,200,0.8944723618090452,0.9396984924623115,0.835,0.055,0.1,0.005,3.120603015075377,0.3015075376884422
TULLnd,DOWRcx,1,200,1,200,0.8743718592964824,0.8793969849246231,0.76,0.11,0.115,0.01,3.241206030150754,0.6030150753768844
TULLnd,DOWRcx,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.170854271356784,0.4271356783919598
TULLnd,DOWRcx,3,200,1,200,0.9095477386934674,0.9246231155778895,0.835,0.07,0.085,0.005,3.150753768844221,0.3768844221105528
TULLnd,DOWRcx,4,200,1,200,0.8894472361809045,0.8894472361809045,0.79,0.095,0.095,0.015,3.221105527638191,0.5527638190954773
TULLnd,DOWRxx,0,200,1,200,0.8944723618090452,0.9396984924623115,0.835,0.055,0.1,0.005,3.120603015075377,0.3015075376884422
TULLnd,DOWRxx,1,200,1,200,0.8743718592964824,0.8793969849246231,0.76,0.11,0.115,0.01,3.241206030150754,0.6030150753768844
TULLnd,DOWRxx,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.170854271356784,0.4271356783919598
TULLnd,DOWRxx,3,200,1,200,0.9095477386934674,0.9246231155778895,0.835,0.07,0.085,0.005,3.150753768844221,0.3768844221105528
TULLnd,DOWRxx,4,200,1,200,0.8894472361809045,0.8894472361809045,0.79,0.095,0.095,0.015,3.221105527638191,0.5527638190954773
TULLnd,ANON,0,200,1,200,0.5226130653266332,0.17085427135678388,0.145,0.375,0.025,0.45,1.5778894472361809,0.17587939698492464
TULLnd,ANON,1,200,1,200,0.6733668341708543,0.31658291457286436,0.24,0.43,0.075,0.25,1.849246231155779,0.1507537688442211
TULLnd,ANON,2,200,1,200,0.728643216080402,0.2160804020100503,0.2,0.525,0.015,0.255,1.6381909547738693,0.12562814070351758
TULLnd,ANON,3,200,1,200,0.7386934673366834,0.3919597989949749,0.3,0.435,0.09,0.17,1.9698492462311559,0.07537688442211055
TULLnd,ANON,4,200,1,200,0.728643216080402,0.2361809045226131,0.19,0.535,0.045,0.225,1.728643216080402,0.20100502512562815
TULLnd,ANONcx,0,200,1,200,0.8944723618090452,0.44723618090452266,0.405,0.485,0.04,0.065,2.130653266331658,-0.02512562814070352
TULLnd,ANONcx,1,200,1,200,0.8542713567839196,0.35678391959798994,0.31,0.54,0.045,0.1,2.2763819095477387,0.45226130653266333
TULLnd,ANONcx,2,200,1,200,0.9045226130653267,0.4321608040201005,0.405,0.495,0.025,0.07,2.2613065326633164,0.22613065326633167
TULLnd,ANONcx,3,200,1,200,0.9095477386934674,0.44723618090452266,0.415,0.49,0.03,0.06,2.301507537688442,0.25125628140703515
TULLnd,ANONcx,4,200,1,200,0.8743718592964824,0.3417085427135679,0.305,0.565,0.035,0.09,2.1758793969849246,0.32663316582914576
TULLnd,ANONxx,0,200,1,200,0.4120603015075377,0.4522613065326633,0.245,0.165,0.205,0.38,2.150753768844221,-0.05025125628140704
TULLnd,ANONxx,1,200,1,200,0.3919597989949749,0.35678391959798994,0.195,0.195,0.16,0.445,2.271356783919598,0.45226130653266333
TULLnd,ANONxx,2,200,1,200,0.4170854271356784,0.44723618090452266,0.2,0.215,0.245,0.335,2.2311557788944723,0.1507537688442211
TULLnd,ANONxx,3,200,1,200,0.4321608040201005,0.44723618090452266,0.225,0.205,0.22,0.345,2.301507537688442,0.25125628140703515
TULLnd,ANONxx,4,200,1,200,0.321608040201005,0.4120603015075377,0.195,0.125,0.215,0.46,2.080402010050251,-0.02512562814070352
TULLnd,NYDGcx,0,200,1,200,0.8944723618090452,0.9396984924623115,0.835,0.055,0.1,0.005,3.120603015075377,0.3015075376884422
TULLnd,NYDGcx,1,200,1,200,0.8743718592964824,0.8793969849246231,0.76,0.11,0.115,0.01,3.241206030150754,0.6030150753768844
TULLnd,NYDGcx,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.170854271356784,0.4271356783919598
TULLnd,NYDGcx,3,200,1,200,0.9095477386934674,0.9246231155778895,0.835,0.07,0.085,0.005,3.150753768844221,0.3768844221105528
TULLnd,NYDGcx,4,200,1,200,0.8894472361809045,0.8894472361809045,0.79,0.095,0.095,0.015,3.221105527638191,0.5527638190954773
TULLnd,NYDGxx,0,200,1,200,0.8944723618090452,0.9396984924623115,0.835,0.055,0.1,0.005,3.120603015075377,0.3015075376884422
TULLnd,NYDGxx,1,200,1,200,0.8743718592964824,0.8793969849246231,0.76,0.11,0.115,0.01,3.241206030150754,0.6030150753768844
TULLnd,NYDGxx,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.170854271356784,0.4271356783919598
TULLnd,NYDGxx,3,200,1,200,0.9095477386934674,0.9246231155778895,0.835,0.07,0.085,0.005,3.150753768844221,0.3768844221105528
TULLnd,NYDGxx,4,200,1,200,0.8894472361809045,0.8894472361809045,0.79,0.095,0.095,0.015,3.221105527638191,0.5527638190954773
TULLnd,_d7,0,200,1,200,0.8944723618090452,0.9296482412060302,0.825,0.065,0.1,0.005,3.1256281407035176,0.32663316582914576
TULLnd,_d7,1,200,1,200,0.8743718592964824,0.8743718592964824,0.755,0.115,0.115,0.01,3.236180904522613,0.6030150753768844
TULLnd,_d7,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.1557788944723617,0.4020100502512563
TULLnd,_d7,3,200,1,200,0.9045226130653267,0.9246231155778895,0.83,0.07,0.09,0.005,3.135678391959799,0.35175879396984927
TULLnd,_d7,4,200,1,200,0.8793969849246231,0.8894472361809045,0.78,0.095,0.105,0.015,3.2060301507537687,0.5276381909547738
TULLnd,_d78,0,200,1,200,0.8894472361809045,0.9246231155778895,0.815,0.07,0.105,0.005,3.120603015075377,0.32663316582914576
TULLnd,_d78,1,200,1,200,0.8693467336683417,0.8743718592964824,0.75,0.115,0.12,0.01,3.221105527638191,0.5778894472361809
TULLnd,_d78,2,200,1,200,0.8743718592964824,0.914572864321608,0.79,0.08,0.12,0.005,3.14070351758794,0.3768844221105528
TULLnd,_d78,3,200,1,200,0.9045226130653267,0.9246231155778895,0.83,0.07,0.09,0.005,3.120603015075377,0.32663316582914576
TULLnd,_d78,4,200,1,200,0.8743718592964824,0.8894472361809045,0.775,0.095,0.11,0.015,3.190954773869347,0.5025125628140703
TULLnd,_d47,0,200,1,200,0.8894472361809045,0.9296482412060302,0.82,0.065,0.105,0.005,3.1105527638190953,0.3015075376884422
TULLnd,_d47,1,200,1,200,0.8743718592964824,0.8743718592964824,0.755,0.115,0.115,0.01,3.221105527638191,0.5778894472361809
TULLnd,_d47,2,200,1,200,0.8793969849246231,0.914572864321608,0.795,0.08,0.115,0.005,3.14070351758794,0.3768844221105528
TULLnd,_d47,3,200,1,200,0.9045226130653267,0.9246231155778895,0.83,0.07,0.09,0.005,3.120603015075377,0.32663316582914576
TULLnd,_d47,4,200,1,200,0.8743718592964824,0.8894472361809045,0.775,0.095,0.11,0.015,3.190954773869347,0.5025125628140703
TULLnd,_dp15,0,200,1,200,0.7537688442211055,0.8241206030150754,0.62,0.13,0.2,0.045,2.809045226130653,0.0
TULLnd,_dp15,1,200,1,200,0.7487437185929648,0.7688442211055276,0.585,0.16,0.18,0.07,3.050251256281407,0.5025125628140703
TULLnd,_dp15,2,200,1,200,0.7738693467336684,0.7638190954773869,0.63,0.14,0.13,0.095,2.9648241206030153,0.4020100502512563
TULLnd,_dp15,3,200,1,200,0.6884422110552764,0.7487437185929648,0.51,0.175,0.235,0.075,2.9246231155778895,0.32663316582914576
TULLnd,_dp15,4,200,1,200,0.6884422110552764,0.7185929648241206,0.49,0.195,0.225,0.085,2.85929648241206,0.35175879396984927
TULLnd,_dp30,0,200,1,200,0.6231155778894473,0.6482412060301508,0.42,0.2,0.225,0.15,2.6381909547738696,0.1507537688442211
TULLnd,_dp30,1,200,1,200,0.6381909547738693,0.6482412060301508,0.435,0.2,0.21,0.15,2.798994974874372,0.3768844221105528
TULLnd,_dp30,2,200,1,200,0.6180904522613065,0.6281407035175879,0.41,0.205,0.215,0.165,2.693467336683417,0.27638190954773867
TULLnd,_dp30,3,200,1,200,0.5728643216080402,0.6180904522613065,0.375,0.195,0.24,0.185,2.7889447236180906,0.4271356783919598
TULLnd,_dp30,4,200,1,200,0.5778894472361809,0.5879396984924623,0.33,0.245,0.255,0.165,2.758793969849246,0.5025125628140703
TULLnd,_dp70,0,200,1,200,0.29648241206030146,0.3417085427135679,0.17,0.125,0.17,0.53,1.9396984924623115,0.0
TULLnd,_dp70,1,200,1,200,0.2160804020100503,0.21105527638190957,0.1,0.115,0.11,0.67,1.9748743718592965,0.5276381909547738
TULLnd,_dp70,2,200,1,200,0.23115577889447236,0.24120603015075381,0.095,0.135,0.145,0.62,1.7839195979899498,0.12562814070351758
TULLnd,_dp70,3,200,1,200,0.2864321608040201,0.27638190954773867,0.13,0.155,0.145,0.565,1.9597989949748744,0.3015075376884422
TULLnd,_dp70,4,200,1,200,0.22613065326633164,0.24120603015075381,0.1,0.125,0.14,0.63,1.7939698492462313,0.20100502512562815
TULLnd,_l7,0,200,1,200,0.8944723618090452,0.9296482412060302,0.825,0.065,0.1,0.005,3.1256281407035176,0.32663316582914576
TULLnd,_l7,1,200,1,200,0.8743718592964824,0.8743718592964824,0.755,0.115,0.115,0.01,3.236180904522613,0.6030150753768844
TULLnd,_l7,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.1557788944723617,0.4020100502512563
TULLnd,_l7,3,200,1,200,0.9095477386934674,0.9246231155778895,0.835,0.07,0.085,0.005,3.135678391959799,0.35175879396984927
TULLnd,_l7,4,200,1,200,0.8894472361809045,0.8894472361809045,0.79,0.095,0.095,0.015,3.2060301507537687,0.5276381909547738
TULLnd,_l78,0,200,1,200,0.8944723618090452,0.9246231155778895,0.82,0.07,0.1,0.005,3.120603015075377,0.32663316582914576
TULLnd,_l78,1,200,1,200,0.8743718592964824,0.8743718592964824,0.755,0.115,0.115,0.01,3.221105527638191,0.5778894472361809
TULLnd,_l78,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.14070351758794,0.3768844221105528
TULLnd,_l78,3,200,1,200,0.9095477386934674,0.9246231155778895,0.835,0.07,0.085,0.005,3.120603015075377,0.32663316582914576
TULLnd,_l78,4,200,1,200,0.8894472361809045,0.8894472361809045,0.79,0.095,0.095,0.015,3.190954773869347,0.5025125628140703
TULLnd,_l47,0,200,1,200,0.8944723618090452,0.9296482412060302,0.825,0.065,0.1,0.005,3.1105527638190953,0.3015075376884422
TULLnd,_l47,1,200,1,200,0.8743718592964824,0.8743718592964824,0.755,0.115,0.115,0.01,3.221105527638191,0.5778894472361809
TULLnd,_l47,2,200,1,200,0.8844221105527639,0.914572864321608,0.8,0.08,0.11,0.005,3.14070351758794,0.3768844221105528
TULLnd,_l47,3,200,1,200,0.9095477386934674,0.9246231155778895,0.835,0.07,0.085,0.005,3.120603015075377,0.32663316582914576
TULLnd,_l47,4,200,1,200,0.8894472361809045,0.8894472361809045,0.79,0.095,0.095,0.015,3.190954773869347,0.5025125628140703
TULLnd,_lp15,0,200,1,200,0.8944723618090452,0.8241206030150754,0.735,0.155,0.085,0.02,2.809045226130653,0.0
TULLnd,_lp15,1,200,1,200,0.8743718592964824,0.7688442211055276,0.665,0.205,0.1,0.025,3.050251256281407,0.5025125628140703
TULLnd,_lp15,2,200,1,200,0.8844221105527639,0.7638190954773869,0.69,0.19,0.07,0.045,2.9648241206030153,0.4020100502512563
TULLnd,_lp15,3,200,1,200,0.9095477386934674,0.7487437185929648,0.67,0.235,0.075,0.015,2.9246231155778895,0.32663316582914576
TULLnd,_lp15,4,200,1,200,0.8894472361809045,0.7185929648241206,0.635,0.25,0.08,0.03,2.85929648241206,0.35175879396984927
TULLnd,_lp30,0,200,1,200,0.8944723618090452,0.6482412060301508,0.59,0.3,0.055,0.05,2.6381909547738696,0.1507537688442211
TULLnd,_lp30,1,200,1,200,0.8743718592964824,0.6482412060301508,0.56,0.31,0.085,0.04,2.798994974874372,0.3768844221105528
TULLnd,_lp30,2,200,1,200,0.8844221105527639,0.6281407035175879,0.57,0.31,0.055,0.06,2.693467336683417,0.27638190954773867
TULLnd,_lp30,3,200,1,200,0.9095477386934674,0.6180904522613065,0.545,0.36,0.07,0.02,2.7889447236180906,0.4271356783919598
TULLnd,_lp30,4,200,1,200,0.8894472361809045,0.5879396984924623,0.515,0.37,0.07,0.04,2.758793969849246,0.5025125628140703
TULLnd,_lp70,0,200,1,200,0.8894472361809045,0.3417085427135679,0.31,0.575,0.03,0.08,1.934673366834171,0.0
TULLnd,_lp70,1,200,1,200,0.8793969849246231,0.23115577889447236,0.205,0.67,0.025,0.095,1.964824120603015,0.4271356783919598
TULLnd,_lp70,2,200,1,200,0.914572864321608,0.2211055276381909,0.21,0.7,0.01,0.075,1.8090452261306533,0.22613065326633167
TULLnd,_lp70,3,200,1,200,0.8944723618090452,0.29648241206030146,0.27,0.62,0.025,0.08,1.9447236180904524,0.20100502512562815
TULLnd,_lp70,4,200,1,200,0.914572864321608,0.2211055276381909,0.2,0.71,0.02,0.065,1.8442211055276383,0.3015075376884422
TULLcx,TIFT,0,200,1,200,1.0,0.1758793969849246,0.175,0.82,0.0,0.0,1.4271356783919598,0.02512562814070352
TULLcx,TIFT,1,200,1,200,1.0,0.2160804020100503,0.215,0.78,0.0,0.0,1.4974874371859297,0.02512562814070352
TULLcx,TIFT,2,200,1,200,1.0,0.1959798994974874,0.195,0.8,0.0,0.0,1.4623115577889447,0.02512562814070352
TULLcx,TIFT,3,200,1,200,1.0,0.16080402010050254,0.16,0.835,0.0,0.0,1.3768844221105527,0.02512562814070352
TULLcx,TIFT,4,200,1,200,1.0,0.2211055276381909,0.22,0.775,0.0,0.0,1.5025125628140703,0.02512562814070352
TULLcx,TIFTxx,0,200,1,200,1.0,0.1758793969849246,0.175,0.82,0.0,0.0,1.4271356783919598,0.02512562814070352
TULLcx,TIFTxx,1,200,1,200,1.0,0.2160804020100503,0.215,0.78,0.0,0.0,1.4974874371859297,0.02512562814070352
TULLcx,TIFTxx,2,200,1,200,1.0,0.1959798994974874,0.195,0.8,0.0,0.0,1.4623115577889447,0.02512562814070352
TULLcx,TIFTxx,3,200,1,200,1.0,0.16080402010050254,0.16,0.835,0.0,0.0,1.3768844221105527,0.02512562814070352
TULLcx,TIFTxx,4,200,1,200,1.0,0.2211055276381909,0.22,0.775,0.0,0.0,1.5025125628140703,0.02512562814070352
TULLcx,FACE,0,200,1,200,1.0,0.9195979899497487,0.915,0.08,0.0,0.0,3.1608040201005023,0.4020100502512563
TULLcx,FACE,1,200,1,200,1.0,0.8693467336683417,0.865,0.13,0.0,0.0,3.2613065326633164,0.6532663316582915
TULLcx,FACE,2,200,1,200,1.0,0.9296482412060302,0.925,0.07,0.0,0.0,3.14070351758794,0.35175879396984927
TULLcx,FACE,3,200,1,200,1.0,0.8994974874371859,0.895,0.1,0.0,0.0,3.201005025125628,0.5025125628140703
TULLcx,FACE,4,200,1,200,1.0,0.9045226130653267,0.9,0.095,0.0,0.0,3.190954773869347,0.47738693467336685
TULLcx,TIFTcx,0,200,1,200,1.0,0.1758793969849246,0.175,0.82,0.0,0.0,1.4271356783919598,0.02512562814070352
TULLcx,TIFTcx,1,200,1,200,1.0,0.2160804020100503,0.215,0.78,0.0,0.0,1.4974874371859297,0.02512562814070352
TULLcx,TIFTcx,2,200,1,200,1.0,0.1959798994974874,0.195,0.8,0.0,0.0,1.4623115577889447,0.02512562814070352
TULLcx,TIFTcx,3,200,1,200,1.0,0.16080402010050254,0.16,0.835,0.0,0.0,1.3768844221105527,0.02512562814070352
TULLcx,TIFTcx,4,200,1,200,1.0,0.2211055276381909,0.22,0.775,0.0,0.0,1.5025125628140703,0.02512562814070352
TULLcx,TFTT,0,200,1,200,1.0,0.9195979899497487,0.915,0.08,0.0,0.0,3.1457286432160805,0.3768844221105528
TULLcx,TFTT,1,200,1,200,1.0,0.8592964824120604,0.855,0.14,0.0,0.0,3.236180904522613,0.628140703517588
TULLcx,TFTT,2,200,1,200,1.0,0.9246231155778895,0.92,0.075,0.0,0.0,3.135678391959799,0.35175879396984927
TULLcx,TFTT,3,200,1,200,1.0,0.8894472361809045,0.885,0.11,0.0,0.0,3.190954773869347,0.5025125628140703
TULLcx,TFTT,4,200,1,200,1.0,0.9045226130653267,0.9,0.095,0.0,0.0,3.1608040201005023,0.4271356783919598
TULLcx,RAND,0,200,1,200,1.0,0.4623115577889447,0.46,0.535,0.0,0.0,2.190954773869347,0.0
TULLcx,RAND,1,200,1,200,1.0,0.3869346733668342,0.385,0.61,0.0,0.0,2.28643216080402,0.4020100502512563
TULLcx,RAND,2,200,1,200,1.0,0.40703517587939697,0.405,0.59,0.0,0.0,2.3165829145728645,0.3768844221105528
TULLcx,RAND,3,200,1,200,1.0,0.4170854271356784,0.415,0.58,0.0,0.0,2.4321608040201004,0.47738693467336685
TULLcx,RAND,4,200,1,200,1.0,0.371859296482412,0.37,0.625,0.0,0.0,2.07035175879397,0.12562814070351758
TULLcx,RANDcx,0,200,1,200,1.0,0.5376884422110553,0.535,0.46,0.0,0.0,2.2160804020100504,-0.1507537688442211
TULLcx,RANDcx,1,200,1,200,1.0,0.4120603015075377,0.41,0.585,0.0,0.0,2.351758793969849,0.3768844221105528
TULLcx,RANDcx,2,200,1,200,1.0,0.42211055276381915,0.42,0.575,0.0,0.0,2.2613065326633164,0.27638190954773867
TULLcx,RANDcx,3,200,1,200,1.0,0.4120603015075377,0.41,0.585,0.0,0.0,2.3969849246231156,0.45226130653266333
TULLcx,RANDcx,4,200,1,200,1.0,0.4170854271356784,0.415,0.58,0.0,0.0,2.1959798994974875,0.12562814070351758
TULLcx,RANDxx,0,200,1,200,1.0,0.5376884422110553,0.535,0.46,0.0,0.0,2.2160804020100504,-0.1507537688442211
TULLcx,RANDxx,1,200,1,200,1.0,0.4120603015075377,0.41,0.585,0.0,0.0,2.351758793969849,0.3768844221105528
TULLcx,RANDxx,2,200,1,200,1.0,0.42211055276381915,0.42,0.575,0.0,0.0,2.2613065326633164,0.27638190954773867
TULLcx,RANDxx,3,200,1,200,1.0,0.4120603015075377,0.41,0.585,0.0,0.0,2.3969849246231156,0.45226130653266333
TULLcx,RANDxx,4,200,1,200,1.0,0.4170854271356784,0.415,0.58,0.0,0.0,2.1959798994974875,0.12562814070351758
TULLcx,ALTRxx,0,200,1,200,1.0,0.5175879396984925,0.515,0.48,0.0,0.0,2.221105527638191,-0.07537688442211055
TULLcx,ALTRxx,1,200,1,200,1.0,0.42211055276381915,0.42,0.575,0.0,0.0,2.371859296482412,0.4020100502512563
TULLcx,ALTRxx,2,200,1,200,1.0,0.42713567839195976,0.425,0.57,0.0,0.0,2.351758793969849,0.3768844221105528
TULLcx,ALTRxx,3,200,1,200,1.0,0.42713567839195976,0.425,0.57,0.0,0.0,2.35678391959799,0.3768844221105528
TULLcx,ALTRxx,4,200,1,200,1.0,0.4371859296482412,0.435,0.56,0.0,0.0,2.336683417085427,0.32663316582914576
TULLcx,ALTRcx,0,200,1,200,1.0,0.5175879396984925,0.515,0.48,0.0,0.0,2.221105527638191,-0.07537688442211055
TULLcx,ALTRcx,1,200,1,200,1.0,0.42211055276381915,0.42,0.575,0.0,0.0,2.371859296482412,0.4020100502512563
TULLcx,ALTRcx,2,200,1,200,1.0,0.42713567839195976,0.425,0.57,0.0,0.0,2.351758793969849,0.3768844221105528
TULLcx,ALTRcx,3,200,1,200,1.0,0.42713567839195976,0.425,0.57,0.0,0.0,2.35678391959799,0.3768844221105528
TULLcx,ALTRcx,4,200,1,200,1.0,0.4371859296482412,0.435,0.56,0.0,0.0,2.336683417085427,0.32663316582914576
TULLcx,LIAR,0,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,LIAR,1,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,LIAR,2,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,LIAR,3,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,LIAR,4,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,COOP,0,200,1,200,1.0,0.9195979899497487,0.915,0.08,0.0,0.0,3.1608040201005023,0.4020100502512563
TULLcx,COOP,1,200,1,200,1.0,0.8693467336683417,0.865,0.13,0.0,0.0,3.2613065326633164,0.6532663316582915
TULLcx,COOP,2,200,1,200,1.0,0.9296482412060302,0.925,0.07,0.0,0.0,3.14070351758794,0.35175879396984927
TULLcx,COOP,3,200,1,200,1.0,0.8994974874371859,0.895,0.1,0.0,0.0,3.201005025125628,0.5025125628140703
TULLcx,COOP,4,200,1,200,1.0,0.9045226130653267,0.9,0.095,0.0,0.0,3.190954773869347,0.47738693467336685
TULLcx,DEFT,0,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,DEFT,1,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,DEFT,2,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,DEFT,3,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,DEFT,4,200,1,200,1.0,0.055276381909547756,0.055,0.94,0.0,0.0,0.9447236180904522,-0.27638190954773867
TULLcx,ABNB,0,200,1,200,1.0,0.9195979899497487,0.915,0.08,0.0,0.0,3.1608040201005023,0.4020100502512563
TULLcx,ABNB,1,200,1,200,1.0,0.8693467336683417,0.865,0.13,0.0,0.0,3.2613065326633164,0.6532663316582915
TULLcx,ABNB,2,200,1,200,1.0,0.9296482412060302,0.925,0.07,0.0,0.0,3.14070351758794,0.35175879396984927
TULLcx,ABNB,3,200,1,200,1.0,0.8994974874371859,0.895,0.1,0.0,0.0,3.201005025125628,0.5025125628140703
TULLcx,ABNB,4,200,1,200,1.0,0.9045226130653267,0.9,0.095,0.0,0.0,3.190954773869347,0.47738693467336685
TULLcx,GRUD,0,200,1,200,1.0,0.10050251256281406,0.1,0.895,0.0,0.0,1.1306532663316582,-0.12562814070351758
TULLcx,GRUD,1,200,1,200,1.0,0.09045226130653261,0.09,0.905,0.0,0.0,1.1256281407035176,-0.10050251256281408
TULLcx,GRUD,2,200,1,200,1.0,0.1306532663316583,0.13,0.865,0.0,0.0,1.2060301507537687,-0.10050251256281408
TULLcx,GRUD,3,200,1,200,1.0,0.1306532663316583,0.13,0.865,0.0,0.0,1.2060301507537687,-0.10050251256281408
TULLcx,GRUD,4,200,1,200,1.0,0.1507537688442211,0.15,0.845,0.0,0.0,1.2311557788944723,-0.12562814070351758
TULLcx,GRUDcx,0,200,1,200,1.0,0.10050251256281406,0.1,0.895,0.0,0.0,1.1306532663316582,-0.12562814070351758
