subject,opponent,seed,num_rounds,first_round,last_round,per_c,per_C,per_cC,per_cD,per_dC,per_dD,avg_score,avg_net_score
TULLnd,DEFT,2,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,0.9447236180904522,-0.27638190954773867
TULLnd,DEFT,3,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,0.9447236180904522,-0.27638190954773867
TULLnd,DEFT,4,200,1,200,0.055276381909547756,0.055276381909547756,0.055,0.0,0.0,0.94,0.9447236180904522,-0.27638190954773867
TULLnd,ABNB,0,200,1,200,0.055276381909547756,0.9195979899497487,0.055,0.0,0.86,0.08,3.1608040201005023,0.4020100502512563
TULLnd,ABNB,1,200,1,200,0.055276381909547756,0.8693467336683417,0.055,0.0,0.81,0.13,3.2613065326633164,0.6532663316582915
TULLnd,ABNB,2,200,1,200,0.055276381909547756,0.9296482412060302,0.055,0.0,0.87,0.07,3.14070351758794,0.35175879396984927
TULLnd,ABNB,3,200,1,200,0.055276381909547756,0.8994974874371859,0.055,0.0,0.84,0.1,3.201005025125628,0.5025125628140703
TULLnd,ABNB,4,200,1,200,0.055276381909547756,0.9045226130653267,0.055,0.0,0.845,0.095,3.190954773869347,0.47738693467336685
TULLnd,GRUD,0,200,1,200,0.9246231155778895,0.07035175879396982,0.07,0.85,0.0,0.075,1.1306532663316582,-0.02512562814070352
TULLnd,GRUD,1,200,1,200,0.864321608040201,0.10552763819095479,0.09,0.77,0.015,0.12,1.1256281407035176,-0.1507537688442211
TULLnd,GRUD,2,200,1,200,0.9246231155778895,0.11557788944723613,0.105,0.815,0.01,0.065,1.1457286432160805,-0.1507537688442211
TULLnd,GRUD,3,200,1,200,0.8793969849246231,0.14572864321608037,0.12,0.755,0.025,0.095,1.170854271356784,-0.20100502512562815
TULLnd,GRUD,4,200,1,200,0.8844221105527639,0.11055276381909551,0.105,0.775,0.005,0.11,1.1658291457286432,-0.10050251256281408
TULLnd,GRUDcx,0,200,1,200,0.9246231155778895,0.07035175879396982,0.07,0.85,0.0,0.075,1.1306532663316582,-0.02512562814070352
TULLnd,GRUDcx,1,200,1,200,0.8592964824120604,0.18090452261306533,0.145,0.71,0.035,0.105,1.321608040201005,-0.07537688442211055
TULLnd,GRUDcx,2,200,1,200,0.9246231155778895,0.19095477386934678,0.175,0.745,0.015,0.06,1.3266331658291457,-0.10050251256281408
TULLnd,GRUDcx,3,200,1,200,0.8894472361809045,0.15577889447236182,0.135,0.75,0.02,0.09,1.2412060301507537,-0.12562814070351758
TULLnd,GRUDcx,4,200,1,200,0.8844221105527639,0.11055276381909551,0.105,0.775,0.005,0.11,1.1658291457286432,-0.10050251256281408
TULLnd,GRUDxx,0,200,1,200,0.09547738693467334,0.07035175879396982,0.07,0.025,0.0,0.9,1.1306532663316582,-0.02512562814070352
TULLnd,GRUDxx,1,200,1,200,0.15577889447236182,0.18090452261306533,0.14,0.015,0.04,0.8,1.321608040201005,-0.07537688442211055
TULLnd,GRUDxx,2,200,1,200,0.18090452261306533,0.19095477386934678,0.165,0.015,0.025,0.79,1.3266331658291457,-0.10050251256281408
TULLnd,GRUDxx,3,200,1,200,0.1306532663316583,0.15577889447236182,0.125,0.005,0.03,0.835,1.2412060301507537,-0.12562814070351758
TULLnd,GRUDxx,4,200,1,200,0.11557788944723613,0.11055276381909551,0.095,0.02,0.015,0.865,1.1658291457286432,-0.10050251256281408
TULLnd,STRA,0,200,1,200,0.7688442211055276,0.10552763819095479,0.1,0.665,0.005,0.225,1.256281407035176,0.02512562814070352
TULLnd,STRA,1,200,1,200,0.12060301507537685,0.24120603015075381,0.12,0.0,0.12,0.755,1.5376884422110553,0.02512562814070352
TULLnd,STRA,2,200,1,200,0.12060301507537685,0.8341708542713568,0.115,0.005,0.715,0.16,2.809045226130653,0.0
TULLnd,STRA,3,200,1,200,0.11055276381909551,0.26633165829145733,0.11,0.0,0.155,0.73,1.5829145728643217,0.02512562814070352
TULLnd,STRA,4,200,1,200,0.5376884422110553,0.26633165829145733,0.16,0.375,0.105,0.355,1.6180904522613064,0.02512562814070352
TULLnd,STRAfv,0,200,1,200,0.371859296482412,0.24120603015075381,0.16,0.21,0.08,0.545,1.6633165829145728,0.12562814070351758
TULLnd,STRAfv,1,200,1,200,0.2864321608040201,0.17085427135678388,0.11,0.175,0.06,0.65,1.4221105527638191,0.02512562814070352
TULLnd,STRAfv,2,200,1,200,0.31155778894472363,0.1959798994974874,0.125,0.185,0.07,0.615,1.5025125628140703,0.05025125628140704
TULLnd,STRAfv,3,200,1,200,0.44221105527638194,0.29145728643216084,0.17,0.27,0.12,0.435,1.6834170854271358,-0.02512562814070352
TULLnd,STRAfv,4,200,1,200,0.40201005025125625,0.26633165829145733,0.16,0.24,0.105,0.49,1.7386934673366834,0.12562814070351758
TULLnd,STRAcx,0,200,1,200,0.9246231155778895,0.10050251256281406,0.095,0.825,0.005,0.07,1.221105527638191,0.0
TULLnd,STRAcx,1,200,1,200,0.8592964824120604,0.321608040201005,0.27,0.585,0.05,0.09,1.7386934673366834,0.02512562814070352
TULLnd,STRAcx,2,200,1,200,0.8994974874371859,0.3668341708542714,0.345,0.55,0.02,0.08,1.8241206030150754,0.02512562814070352
TULLnd,STRAcx,3,200,1,200,0.9045226130653267,0.7085427135678393,0.64,0.26,0.065,0.03,2.542713567839196,0.02512562814070352
TULLnd,STRAcx,4,200,1,200,0.8743718592964824,0.26633165829145733,0.24,0.63,0.025,0.1,1.6080402010050252,0.02512562814070352
TULLnd,STRAxx,0,200,1,200,0.12060301507537685,0.10050251256281406,0.085,0.035,0.015,0.86,1.221105527638191,0.0
TULLnd,STRAxx,1,200,1,200,0.29145728643216084,0.321608040201005,0.22,0.07,0.1,0.605,1.7386934673366834,0.02512562814070352
TULLnd,STRAxx,2,200,1,200,0.37688442211055273,0.3668341708542714,0.305,0.07,0.06,0.56,1.8241206030150754,0.02512562814070352
TULLnd,STRAxx,3,200,1,200,0.6432160804020101,0.7085427135678393,0.525,0.115,0.18,0.175,2.542713567839196,0.02512562814070352
TULLnd,STRAxx,4,200,1,200,0.2361809045226131,0.26633165829145733,0.185,0.05,0.08,0.68,1.6080402010050252,0.02512562814070352
TULLnd,GRAS,0,200,1,200,0.8542713567839196,0.11557788944723613,0.11,0.74,0.005,0.14,1.3266331658291457,0.07537688442211055
TULLnd,GRAS,1,200,1,200,0.20100502512562812,0.3417085427135679,0.17,0.03,0.17,0.625,1.8040201005025125,0.05025125628140704
TULLnd,GRAS,2,200,1,200,0.6582914572864322,0.2814070351758794,0.13,0.525,0.15,0.19,1.5829145728643217,-0.02512562814070352
TULLnd,GRAS,3,200,1,200,0.11055276381909551,0.2613065326633166,0.11,0.0,0.15,0.735,1.5628140703517588,0.0
TULLnd,GRAS,4,200,1,200,0.2160804020100503,0.26633165829145733,0.175,0.04,0.09,0.69,1.6130653266331658,0.02512562814070352
TULLnd,GRAScx,0,200,1,200,0.9296482412060302,0.10552763819095479,0.1,0.825,0.005,0.065,1.256281407035176,0.02512562814070352
TULLnd,GRAScx,1,200,1,200,0.8743718592964824,0.7688442211055276,0.665,0.205,0.1,0.025,2.9899497487437188,0.45226130653266333
TULLnd,GRAScx,2,200,1,200,0.8844221105527639,0.8190954773869347,0.715,0.165,0.1,0.015,3.0251256281407035,0.3768844221105528
TULLnd,GRAScx,3,200,1,200,0.9095477386934674,0.864321608040201,0.78,0.125,0.08,0.01,2.9899497487437188,0.22613065326633167
TULLnd,GRAScx,4,200,1,200,0.8894472361809045,0.7738693467336684,0.68,0.205,0.09,0.02,3.0653266331658293,0.5276381909547738
TULLnd,GRASxx,0,200,1,200,0.12562814070351758,0.11055276381909551,0.085,0.04,0.025,0.845,1.271356783919598,0.02512562814070352
TULLnd,GRASxx,1,200,1,200,0.7236180904522613,0.7688442211055276,0.58,0.14,0.185,0.09,2.9899497487437188,0.45226130653266333
TULLnd,GRASxx,2,200,1,200,0.8040201005025126,0.8190954773869347,0.66,0.14,0.155,0.04,3.0251256281407035,0.3768844221105528
TULLnd,GRASxx,3,200,1,200,0.7889447236180904,0.864321608040201,0.685,0.1,0.175,0.035,2.9899497487437188,0.22613065326633167
TULLnd,GRASxx,4,200,1,200,0.7738693467336684,0.7738693467336684,0.595,0.175,0.175,0.05,3.0653266331658293,0.5276381909547738
TULLnd,GROF,0,200,1,200,0.6984924623115578,0.5879396984924623,0.425,0.27,0.16,0.14,2.422110552763819,0.02512562814070352
TULLnd,GROF,1,200,1,200,0.7085427135678393,0.46733668341708545,0.345,0.36,0.12,0.17,2.5829145728643215,0.6030150753768844
TULLnd,GROF,2,200,1,200,0.7185929648241206,0.5125628140703518,0.41,0.305,0.1,0.18,2.527638190954774,0.4020100502512563
TULLnd,GROF,3,200,1,200,0.6834170854271358,0.4974874371859297,0.37,0.31,0.125,0.19,2.5477386934673367,0.47738693467336685
TULLnd,GROF,4,200,1,200,0.6783919597989949,0.49246231155778897,0.36,0.315,0.13,0.19,2.5175879396984926,0.45226130653266333
TULLnd,GROFcx,0,200,1,200,0.8944723618090452,0.7386934673366834,0.675,0.215,0.06,0.045,2.728643216080402,0.12562814070351758
TULLnd,GROFcx,1,200,1,200,0.8743718592964824,0.5527638190954773,0.48,0.39,0.07,0.055,2.798994974874372,0.678391959798995
TULLnd,GROFcx,2,200,1,200,0.8844221105527639,0.6130653266331658,0.535,0.345,0.075,0.04,2.6834170854271355,0.32663316582914576
TULLnd,GROFcx,3,200,1,200,0.9095477386934674,0.7135678391959799,0.635,0.27,0.075,0.015,2.8743718592964824,0.4020100502512563
TULLnd,GROFcx,4,200,1,200,0.8894472361809045,0.592964824120603,0.515,0.37,0.075,0.035,2.6733668341708543,0.3768844221105528
TULLnd,GROFxx,0,200,1,200,0.7185929648241206,0.7386934673366834,0.59,0.125,0.145,0.135,2.728643216080402,0.12562814070351758
TULLnd,GROFxx,1,200,1,200,0.5829145728643217,0.5527638190954773,0.37,0.21,0.18,0.235,2.798994974874372,0.678391959798995
TULLnd,GROFxx,2,200,1,200,0.6281407035175879,0.6130653266331658,0.405,0.22,0.205,0.165,2.6834170854271355,0.32663316582914576
TULLnd,GROFxx,3,200,1,200,0.6834170854271358,0.7135678391959799,0.495,0.185,0.215,0.1,2.8743718592964824,0.4020100502512563
TULLnd,GROFxx,4,200,1,200,0.5829145728643217,0.592964824120603,0.385,0.195,0.205,0.21,2.6733668341708543,0.3768844221105528
TULLnd,JOSS,0,200,1,200,0.18090452261306533,0.10552763819095479,0.1,0.08,0.005,0.81,1.2412060301507537,0.0
TULLnd,JOSS,1,200,1,200,0.321608040201005,0.19095477386934678,0.155,0.165,0.035,0.64,1.3718592964824121,-0.05025125628140704
TULLnd,JOSS,2,200,1,200,0.3919597989949749,0.31658291457286436,0.29,0.1,0.025,0.58,1.6683417085427135,-0.02512562814070352
TULLnd,JOSS,3,200,1,200,0.2562814070351759,0.21105527638190957,0.17,0.085,0.04,0.7,1.407035175879397,-0.07537688442211055
TULLnd,JOSS,4,200,1,200,0.2211055276381909,0.12060301507537685,0.11,0.11,0.01,0.765,1.170854271356784,-0.1507537688442211
TULLnd,JOSSog,0,200,1,200,0.12562814070351758,0.11055276381909551,0.085,0.04,0.025,0.845,1.2412060301507537,-0.02512562814070352
TULLnd,JOSSog,1,200,1,200,0.1959798994974874,0.20100502512562812,0.165,0.03,0.035,0.765,1.3919597989949748,-0.05025125628140704
TULLnd,JOSSog,2,200,1,200,0.25125628140703515,0.2613065326633166,0.205,0.045,0.055,0.69,1.5527638190954773,-0.02512562814070352
TULLnd,JOSSog,3,200,1,200,0.20100502512562812,0.2160804020100503,0.17,0.03,0.045,0.75,1.4321608040201006,-0.05025125628140704
TULLnd,JOSSog,4,200,1,200,0.14070351758793975,0.12060301507537685,0.1,0.04,0.02,0.835,1.185929648241206,-0.12562814070351758
TULLnd,JOSScx,0,200,1,200,0.9296482412060302,0.10552763819095479,0.1,0.825,0.005,0.065,1.2261306532663316,-0.02512562814070352
TULLnd,JOSScx,1,200,1,200,0.864321608040201,0.20100502512562812,0.165,0.695,0.035,0.1,1.3919597989949748,-0.05025125628140704
TULLnd,JOSScx,2,200,1,200,0.914572864321608,0.2613065326633166,0.24,0.67,0.02,0.065,1.5527638190954773,-0.02512562814070352
TULLnd,JOSScx,3,200,1,200,0.8994974874371859,0.2160804020100503,0.19,0.705,0.025,0.075,1.4321608040201006,-0.05025125628140704
TULLnd,JOSScx,4,200,1,200,0.8743718592964824,0.12060301507537685,0.115,0.755,0.005,0.12,1.185929648241206,-0.12562814070351758
TULLnd,JOSSxx,0,200,1,200,0.12060301507537685,0.11055276381909551,0.085,0.035,0.025,0.85,1.2412060301507537,-0.02512562814070352
TULLnd,JOSSxx,1,200,1,200,0.1758793969849246,0.20100502512562812,0.16,0.015,0.04,0.78,1.3919597989949748,-0.05025125628140704
TULLnd,JOSSxx,2,200,1,200,0.2361809045226131,0.2613065326633166,0.195,0.04,0.065,0.695,1.5527638190954773,-0.02512562814070352
TULLnd,JOSSxx,3,200,1,200,0.18090452261306533,0.2160804020100503,0.155,0.025,0.06,0.755,1.4321608040201006,-0.05025125628140704
TULLnd,JOSSxx,4,200,1,200,0.12060301507537685,0.12060301507537685,0.085,0.035,0.035,0.84,1.185929648241206,-0.12562814070351758
TULLnd,DAVI,0,200,1,200,0.9246231155778895,0.07035175879396982,0.07,0.85,0.0,0.075,1.1306532663316582,-0.02512562814070352
TULLnd,DAVI,1,200,1,200,0.864321608040201,0.10552763819095479,0.09,0.77,0.015,0.12,1.1256281407035176,-0.1507537688442211
TULLnd,DAVI,2,200,1,200,0.9246231155778895,0.11557788944723613,0.105,0.815,0.01,0.065,1.1457286432160805,-0.1507537688442211
TULLnd,DAVI,3,200,1,200,0.8793969849246231,0.14572864321608037,0.12,0.755,0.025,0.095,1.170854271356784,-0.20100502512562815
TULLnd,DAVI,4,200,1,200,0.8844221105527639,0.11055276381909551,0.105,0.775,0.005,0.11,1.1658291457286432,-0.10050251256281408
TULLnd,DAVIcx,0,200,1,200,0.9246231155778895,0.07035175879396982,0.07,0.85,0.0,0.075,1.1306532663316582,-0.02512562814070352
TULLnd,DAVIcx,1,200,1,200,0.8592964824120604,0.18090452261306533,0.145,0.71,0.035,0.105,1.321608040201005,-0.07537688442211055
TULLnd,DAVIcx,2,200,1,200,0.9246231155778895,0.19095477386934678,0.175,0.745,0.015,0.06,1.3266331658291457,-0.10050251256281408
TULLnd,DAVIcx,3,200,1,200,0.8894472361809045,0.15577889447236182,0.135,0.75,0.02,0.09,1.2412060301507537,-0.12562814070351758
TULLnd,DAVIcx,4,200,1,200,0.8844221105527639,0.11055276381909551,0.105,0.775,0.005,0.11,1.1658291457286432,-0.10050251256281408
TULLnd,DAVIxx,0,200,1,200,0.09547738693467334,0.07035175879396982,0.07,0.025,0.0,0.9,1.1306532663316582,-0.02512562814070352
TULLnd,DAVIxx,1,200,1,200,0.15577889447236182,0.18090452261306533,0.14,0.015,0.04,0.8,1.321608040201005,-0.07537688442211055
TULLnd,DAVIxx,2,200,1,200,0.18090452261306533,0.19095477386934678,0.165,0.015,0.025,0.79,1.3266331658291457,-0.10050251256281408
TULLnd,DAVIxx,3,200,1,200,0.1306532663316583,0.15577889447236182,0.125,0.005,0.03,0.835,1.2412060301507537,-0.12562814070351758
TULLnd,DAVIxx,4,200,1,200,0.11557788944723613,0.11055276381909551,0.095,0.02,0.015,0.865,1.1658291457286432,-0.10050251256281408
TULLnd,TULL,0,200,1,200,0.6180904522613065,0.10050251256281406,0.085,0.53,0.015,0.365,1.256281407035176,0.02512562814070352
TULLnd,TULL,1,200,1,200,0.5577889447236181,0.1959798994974874,0.15,0.405,0.045,0.395,1.4271356783919598,0.0
TULLnd,TULL,2,200,1,200,0.6532663316582914,0.3266331658291457,0.285,0.365,0.04,0.305,1.7537688442211055,0.05025125628140704
TULLnd,TULL,3,200,1,200,0.5829145728643217,0.24120603015075381,0.18,0.4,0.06,0.355,1.5326633165829147,0.0
TULLnd,TULL,4,200,1,200,0.5175879396984925,0.14572864321608037,0.115,0.4,0.03,0.45,1.2914572864321607,-0.05025125628140704
TULLnd,TULLnd,0,200,1,200,0.20100502512562812,0.12060301507537685,0.11,0.09,0.01,0.785,1.2613065326633166,-0.02512562814070352
TULLnd,TULLnd,1,200,1,200,0.11557788944723613,0.18090452261306533,0.11,0.005,0.07,0.81,1.4020100502512562,0.02512562814070352
TULLnd,TULLnd,2,200,1,200,0.25125628140703515,0.29145728643216084,0.2,0.05,0.09,0.655,1.5879396984924623,-0.07537688442211055
TULLnd,TULLnd,3,200,1,200,0.1507537688442211,0.20603015075376885,0.13,0.02,0.075,0.77,1.4170854271356783,-0.05025125628140704
TULLnd,TULLnd,4,200,1,200,0.1758793969849246,0.1306532663316583,0.11,0.065,0.02,0.8,1.271356783919598,-0.02512562814070352
TULLnd,TULLcx,0,200,1,200,0.9396984924623115,0.10552763819095479,0.095,0.84,0.01,0.05,1.2864321608040201,0.05025125628140704
TULLnd,TULLcx,1,200,1,200,0.864321608040201,0.1959798994974874,0.16,0.7,0.035,0.1,1.4422110552763818,0.02512562814070352
TULLnd,TULLcx,2,200,1,200,0.8994974874371859,0.3417085427135679,0.32,0.575,0.02,0.08,1.7839195979899498,0.05025125628140704
TULLnd,TULLcx,3,200,1,200,0.9045226130653267,0.25125628140703515,0.215,0.685,0.035,0.06,1.5326633165829147,-0.02512562814070352
TULLnd,TULLcx,4,200,1,200,0.8743718592964824,0.14070351758793975,0.135,0.735,0.005,0.12,1.2964824120603016,-0.02512562814070352
TULLnd,TULLxx,0,200,1,200,0.12060301507537685,0.10552763819095479,0.085,0.035,0.02,0.855,1.2864321608040201,0.05025125628140704
TULLnd,TULLxx,1,200,1,200,0.18090452261306533,0.1959798994974874,0.15,0.03,0.045,0.77,1.4422110552763818,0.02512562814070352
TULLnd,TULLxx,2,200,1,200,0.3417085427135679,0.3417085427135679,0.27,0.07,0.07,0.585,1.7839195979899498,0.05025125628140704
TULLnd,TULLxx,3,200,1,200,0.18592964824120606,0.25125628140703515,0.16,0.025,0.09,0.72,1.5326633165829147,-0.02512562814070352
TULLnd,TULLxx,4,200,1,200,0.14572864321608037,0.14070351758793975,0.115,0.03,0.025,0.825,1.2964824120603016,-0.02512562814070352
TULLnd,TICH,0,200,1,200,0.8693467336683417,0.10050251256281406,0.095,0.77,0.005,0.125,1.185929648241206,-0.05025125628140704
TULLnd,TICH,1,200,1,200,0.6633165829145728,0.1959798994974874,0.16,0.5,0.035,0.3,1.4020100502512562,0.0
TULLnd,TICH,2,200,1,200,0.864321608040201,0.25125628140703515,0.23,0.63,0.02,0.115,1.4874371859296482,-0.07537688442211055
TULLnd,TICH,3,200,1,200,0.6231155778894473,0.22613065326633164,0.18,0.44,0.045,0.33,1.4623115577889447,-0.02512562814070352
TULLnd,TICH,4,200,1,200,0.42211055276381915,0.1507537688442211,0.145,0.275,0.005,0.57,1.3015075376884422,-0.02512562814070352
TULLnd,TICHra,0,200,1,200,0.864321608040201,0.10050251256281406,0.095,0.765,0.005,0.13,1.185929648241206,-0.05025125628140704
TULLnd,TICHra,1,200,1,200,0.6532663316582914,0.1959798994974874,0.16,0.49,0.035,0.31,1.4020100502512562,0.0
TULLnd,TICHra,2,200,1,200,0.8743718592964824,0.25125628140703515,0.23,0.64,0.02,0.105,1.4874371859296482,-0.07537688442211055
TULLnd,TICHra,3,200,1,200,0.6231155778894473,0.22613065326633164,0.18,0.44,0.045,0.33,1.4623115577889447,-0.02512562814070352
TULLnd,TICHra,4,200,1,200,0.5175879396984925,0.1507537688442211,0.145,0.37,0.005,0.475,1.3015075376884422,-0.02512562814070352
TULLnd,TICHor,0,200,1,200,0.864321608040201,0.10050251256281406,0.095,0.765,0.005,0.13,1.185929648241206,-0.05025125628140704
TULLnd,TICHor,1,200,1,200,0.6432160804020101,0.1959798994974874,0.16,0.48,0.035,0.32,1.4020100502512562,0.0
TULLnd,TICHor,2,200,1,200,0.8492462311557789,0.25125628140703515,0.23,0.615,0.02,0.13,1.4874371859296482,-0.07537688442211055
TULLnd,TICHor,3,200,1,200,0.6130653266331658,0.22613065326633164,0.18,0.43,0.045,0.34,1.4623115577889447,-0.02512562814070352
TULLnd,TICHor,4,200,1,200,0.5678391959798995,0.1507537688442211,0.145,0.42,0.005,0.425,1.3015075376884422,-0.02512562814070352
TULLnd,TICHcx,0,200,1,200,0.9195979899497487,0.10050251256281406,0.095,0.82,0.005,0.075,1.185929648241206,-0.05025125628140704
TULLnd,TICHcx,1,200,1,200,0.8693467336683417,0.1959798994974874,0.16,0.705,0.035,0.095,1.4020100502512562,0.0
TULLnd,TICHcx,2,200,1,200,0.914572864321608,0.25125628140703515,0.23,0.68,0.02,0.065,1.4874371859296482,-0.07537688442211055
TULLnd,TICHcx,3,200,1,200,0.8994974874371859,0.22613065326633164,0.2,0.695,0.025,0.075,1.4623115577889447,-0.02512562814070352
TULLnd,TICHcx,4,200,1,200,0.8743718592964824,0.1507537688442211,0.145,0.725,0.005,0.12,1.3015075376884422,-0.02512562814070352
TULLnd,TICHxx,0,200,1,200,0.11557788944723613,0.10050251256281406,0.085,0.03,0.015,0.865,1.185929648241206,-0.05025125628140704
TULLnd,TICHxx,1,200,1,200,0.19095477386934678,0.1959798994974874,0.16,0.03,0.035,0.77,1.4020100502512562,0.0
TULLnd,TICHxx,2,200,1,200,0.2361809045226131,0.25125628140703515,0.195,0.04,0.055,0.705,1.4874371859296482,-0.07537688442211055
TULLnd,TICHxx,3,200,1,200,0.20100502512562812,0.22613065326633164,0.18,0.02,0.045,0.75,1.4623115577889447,-0.02512562814070352
TULLnd,TICHxx,4,200,1,200,0.15577889447236182,0.1507537688442211,0.135,0.02,0.015,0.825,1.3015075376884422,-0.02512562814070352
TULLnd,FELDhl,0,200,1,200,0.12060301507537685,0.11055276381909551,0.085,0.035,0.025,0.85,1.256281407035176,0.0
TULLnd,FELDhl,1,200,1,200,0.19095477386934678,0.20100502512562812,0.16,0.03,0.04,0.765,1.407035175879397,-0.02512562814070352
TULLnd,FELDhl,2,200,1,200,0.2361809045226131,0.2613065326633166,0.195,0.04,0.065,0.695,1.5577889447236182,-0.02512562814070352
TULLnd,FELDhl,3,200,1,200,0.19095477386934678,0.2160804020100503,0.165,0.025,0.05,0.755,1.4422110552763818,-0.02512562814070352
TULLnd,FELDhl,4,200,1,200,0.12562814070351758,0.12060301507537685,0.095,0.03,0.025,0.845,1.2160804020100502,-0.07537688442211055
TULLnd,FELD,0,200,1,200,0.12562814070351758,0.11055276381909551,0.085,0.04,0.025,0.845,1.256281407035176,0.0
TULLnd,FELD,1,200,1,200,0.1959798994974874,0.20100502512562812,0.165,0.03,0.035,0.765,1.407035175879397,-0.02512562814070352
TULLnd,FELD,2,200,1,200,0.25125628140703515,0.2613065326633166,0.205,0.045,0.055,0.69,1.5577889447236182,-0.02512562814070352
TULLnd,FELD,3,200,1,200,0.20100502512562812,0.2160804020100503,0.17,0.03,0.045,0.75,1.4422110552763818,-0.02512562814070352
TULLnd,FELD,4,200,1,200,0.14070351758793975,0.12060301507537685,0.1,0.04,0.02,0.835,1.2160804020100502,-0.07537688442211055
TULLnd,FELDcx,0,200,1,200,0.9296482412060302,0.10552763819095479,0.1,0.825,0.005,0.065,1.2412060301507537,0.0
TULLnd,FELDcx,1,200,1,200,0.864321608040201,0.20100502512562812,0.165,0.695,0.035,0.1,1.407035175879397,-0.02512562814070352
TULLnd,FELDcx,2,200,1,200,0.914572864321608,0.2613065326633166,0.24,0.67,0.02,0.065,1.5527638190954773,-0.02512562814070352
TULLnd,FELDcx,3,200,1,200,0.8994974874371859,0.2160804020100503,0.19,0.705,0.025,0.075,1.4623115577889447,0.0
TULLnd,FELDcx,4,200,1,200,0.8743718592964824,0.13567839195979903,0.13,0.74,0.005,0.12,1.2512562814070352,-0.07537688442211055
TULLnd,FELDxx,0,200,1,200,0.12060301507537685,0.11055276381909551,0.085,0.035,0.025,0.85,1.256281407035176,0.0
TULLnd,FELDxx,1,200,1,200,0.19095477386934678,0.20100502512562812,0.16,0.03,0.04,0.765,1.407035175879397,-0.02512562814070352
TULLnd,FELDxx,2,200,1,200,0.2361809045226131,0.2613065326633166,0.195,0.04,0.065,0.695,1.5527638190954773,-0.02512562814070352
TULLnd,FELDxx,3,200,1,200,0.19095477386934678,0.2160804020100503,0.165,0.025,0.05,0.755,1.4623115577889447,0.0
TULLnd,FELDxx,4,200,1,200,0.13567839195979903,0.13567839195979903,0.105,0.03,0.03,0.83,1.2512562814070352,-0.07537688442211055
TULLnd,SHUB,0,200,1,200,0.12562814070351758,0.11055276381909551,0.085,0.04,0.025,0.845,1.2763819095477387,0.02512562814070352
TULLnd,SHUB,1,200,1,200,0.2562814070351759,0.2864321608040201,0.205,0.05,0.08,0.66,1.6231155778894473,0.0
TULLnd,SHUB,2,200,1,200,0.27638190954773867,0.29648241206030146,0.22,0.055,0.075,0.645,1.6331658291457287,-0.02512562814070352
TULLnd,SHUB,3,200,1,200,0.2562814070351759,0.3065326633165829,0.225,0.03,0.08,0.66,1.6281407035175879,-0.02512562814070352
TULLnd,SHUB,4,200,1,200,0.16080402010050254,0.1507537688442211,0.135,0.025,0.015,0.82,1.321608040201005,0.0
TULLnd,SHUBcx,0,200,1,200,0.9346733668341709,0.10050251256281406,0.095,0.835,0.005,0.06,1.4723618090452262,0.3015075376884422
TULLnd,SHUBcx,1,200,1,200,0.8793969849246231,0.22613065326633164,0.19,0.685,0.035,0.085,1.6733668341708543,0.22613065326633167
TULLnd,SHUBcx,2,200,1,200,0.9095477386934674,0.25125628140703515,0.23,0.675,0.02,0.07,1.7085427135678393,0.20100502512562815
TULLnd,SHUBcx,3,200,1,200,0.9045226130653267,0.2211055276381909,0.195,0.705,0.025,0.07,1.678391959798995,0.25125628140703515
TULLnd,SHUBcx,4,200,1,200,0.8793969849246231,0.15577889447236182,0.15,0.725,0.005,0.115,1.5979899497487438,0.32663316582914576
TULLnd,SHUBxx,0,200,1,200,0.12060301507537685,0.11055276381909551,0.085,0.035,0.025,0.85,1.4623115577889447,0.25125628140703515
TULLnd,SHUBxx,1,200,1,200,0.20603015075376885,0.2160804020100503,0.165,0.04,0.05,0.74,1.6834170854271358,0.27638190954773867
TULLnd,SHUBxx,2,200,1,200,0.23115577889447236,0.25125628140703515,0.195,0.035,0.055,0.71,1.7085427135678393,0.20100502512562815
TULLnd,SHUBxx,3,200,1,200,0.19095477386934678,0.22613065326633164,0.175,0.015,0.05,0.755,1.6733668341708543,0.22613065326633167
TULLnd,SHUBxx,4,200,1,200,0.16080402010050254,0.15577889447236182,0.135,0.025,0.02,0.815,1.5979899497487438,0.32663316582914576
TULLnd,DOWN,0,200,1,200,0.09547738693467334,0.9346733668341709,0.09,0.005,0.84,0.06,3.130653266331658,0.32663316582914576
TULLnd,DOWN,1,200,1,200,0.8291457286432161,0.8793969849246231,0.725,0.1,0.15,0.02,3.241206030150754,0.6030150753768844
TULLnd,DOWN,2,200,1,200,0.6733668341708543,0.914572864321608,0.61,0.06,0.3,0.025,3.170854271356784,0.4271356783919598
TULLnd,DOWN,3,200,1,200,0.6582914572864322,0.914572864321608,0.6,0.055,0.31,0.03,3.170854271356784,0.4271356783919598
TULLnd,DOWN,4,200,1,200,0.3869346733668342,0.8894472361809045,0.355,0.03,0.53,0.08,3.221105527638191,0.5527638190954773
TULLnd,DOWNcx,0,200,1,200,0.9195979899497487,0.055276381909547756,0.055,0.86,0.0,0.08,1.0402010050251256,-0.1507537688442211
TULLnd,DOWNcx,1,200,1,200,0.8693467336683417,0.055276381909547756,0.055,0.81,0.0,0.13,1.0402010050251256,-0.1507537688442211
